,AlphaBulletCapDot,AlphaBulletCapPar,AlphaBulletDot,AlphaBulletPar,ArticleNo,Class,DigitBulletDot,DigitBulletPar,Filename,FirstPatternOffset,FirstWordInCapitalOffset,LongestMatchingPattern,MatchedPatternsCount,MatchingBigrams,MatchingUnigrams,OrgMatchingBigrams,OrgMatchingUnigrams,OrgPrediction,OrgTotalMatchingCharacters,PrevAlphaBulletCapDot,PrevAlphaBulletCapPar,PrevAlphaBulletDot,PrevAlphaBulletPar,PrevDigitBulletDot,PrevDigitBulletPar,RawParagraph,RawParagraphLength,RespAPrediction,StemmedParagraph,StemmedParagraphLength,SumMatchingEntries,SumMatchingEntriesLength,TotalMatchingCharacters,TotalMatchingRatio,TotalPrediction,UnqMatchedPatternsCount,UnqMatchingBigrams,UnqMatchingUnigrams,WordsInCapital
69,0,0,0,1,7,NoIdea,0,0,20080100017.pdf,0,2,9,1,0,1,0,0,Non-Org,0,0,0,0,1,0,0,γ) Τμήμα Βιβλιοθήκης:,21,Non-RespA,Γ ΤΜΗΜ ΒΙΒΛΙΟΘΗΚ,16,5,45,9,0.5625,RespA,1,0,1,1
70,0,0,0,1,7,NoIdea,0,0,20080100017.pdf,0,11,9,6,0,6,0,0,Non-Org,0,0,0,0,1,0,0,"αα) Η βιβλιοθηκονομική επεξεργασία του υλικού, η 
οποία περιλαμβάνει καταγραφή στο Βιβλίο Εισήγησης 
και σφράγισμα των ντοκουμέντων, καταλογογράφηση, 
ταξινόμηση, καταχώριση των στοιχείων των ντοκουμέντων στον Η/Υ και η ταξιθέτηση τους.",236,RespA,ΑΑ ΒΙΒΛΙΟΘΗΚΟΝΟΜ ΕΠΕΞΕΡΓΑΣ ΥΛ ΠΕΡΙΛΑΜΒΑΝ ΚΑΤΑΓΡΑΦ ΒΙΒΛΙ ΕΙΣΗΓΗΣ ΣΦΡΑΓΙΣΜ ΝΤΟΚΟΥΜΕΝΤ ΚΑΤΑΛΟΓΟΓΡΑΦΗΣ ΤΑΞΙΝΟΜΗΣ ΚΑΤΑΧΩΡΙΣ ΣΤΟΙΧΕΙ ΝΤΟΚΟΥΜΕΝΤ Υ ΤΑΞΙΘΕΤΗΣ ΤΟΥΣ.,155,107,856,47,0.3032258065,RespA,6,0,6,4
71,0,0,0,1,7,NoIdea,0,0,20080100017.pdf,0,0,11,7,0,7,0,0,Non-Org,0,0,0,0,1,0,0,"ββ) Ο συνεχής εμπλουτισμός της συλλογής της με 
την επιλογή και κατάρτιση καταλόγου προτεινόμενου 
προς αγορά υλικού.",117,RespA,ΒΒ ΣΥΝΕΧ ΕΜΠΛΟΥΤΙΣΜ ΣΥΛΛΟΓ ΕΠΙΛΟΓ ΚΑΤΑΡΤΙΣ ΚΑΤΑΛΟΓ ΠΡΟΤΕΙΝΟΜΕΝ ΑΓΟΡ ΥΛΙΚΟΥ.,75,92,620,47,0.6266666667,RespA,7,0,7,0
72,0,0,0,1,7,NoIdea,0,0,20080100017.pdf,0,9,10,5,0,5,0,0,Non-Org,0,0,0,0,1,0,0,"γγ) Η υποστήριξη του εκπαιδευτικού και ερευνητικού 
έργου της Γ.Γ.Ι.Φ. καθώς και του Υπουργείου Εσωτερικών γενικότερα και η κάλυψη των αναγκών πληροφόρησής τους.",161,RespA,ΓΓ ΥΠΟΣΤΗΡΙΞ ΕΚΠΑΙΔΕΥΤ ΕΡΕΥΝΗΤ ΕΡΓ Γ.Γ.Ι.Φ. ΥΠΟΥΡΓΕΙ ΕΣΩΤΕΡ ΓΕΝΙΚ ΚΑΛΥΨ ΑΝΑΓΚ ΠΛΗΡΟΦΟΡΗΣ ΤΟΥΣ.,94,101,879,40,0.4255319149,RespA,5,0,5,3
73,0,0,0,1,7,NoIdea,0,0,20080100017.pdf,0,0,15,4,1,3,0,2,Non-Org,12,0,0,0,1,0,0,"δδ) Η εξυπηρέτηση του κοινού μέσα στο χώρο της 
βιβλιοθήκης, καθώς και η μέριμνα για την εύρυθμη λειτουργία του δανεισμού.",122,RespA,ΔΔ ΕΞΥΠΗΡΕΤΗΣ ΚΟΙΝ ΧΩΡ ΒΙΒΛΙΟΘΗΚ ΜΕΡΙΜΝ ΕΥΡΥΘΜ ΛΕΙΤΟΥΡΓ ΔΑΝΕΙΣΜΟΥ.,66,66,445,40,0.6060606061,RespA,4,1,3,0
74,0,0,0,1,7,NoIdea,0,0,20080100017.pdf,0,0,10,4,0,4,0,0,Non-Org,0,0,0,0,1,0,0,"εε) Η εξυπηρέτηση απομακρυσμένων χρηστών με αποστολή βιβλιογραφιών και πληροφοριών μέσω τηλεομοιοτυπίας, ηλεκτρονικού ή κανονικού ταχυδρομείου.",143,RespA,ΕΕ ΕΞΥΠΗΡΕΤΗΣ ΑΠΟΜΑΚΡΥΣΜΕΝ ΧΡΗΣΤ ΑΠΟΣΤΟΛ ΒΙΒΛΙΟΓΡΑΦ ΠΛΗΡΟΦΟΡ ΜΕΣ ΤΗΛΕΟΜΟΙΟΤΥΠ ΗΛΕΚΤΡΟΝ ΚΑΝΟΝ ΤΑΧΥΔΡΟΜΕΙΟΥ.,106,57,438,30,0.2830188679,RespA,4,0,4,0
75,0,0,0,1,7,NoIdea,0,0,20080100017.pdf,0,0,10,4,0,4,0,0,Non-Org,0,0,0,0,1,0,0,"ηη) Η επιλεκτική αποδελτίωση των επιστημονικών 
περιοδικών της συλλογής της βιβλιοθήκης.",88,RespA,ΗΗ ΕΠΙΛΕΚΤ ΑΠΟΔΕΛΤΙΩΣ ΕΠΙΣΤΗΜΟΝ ΠΕΡΙΟΔ ΣΥΛΛΟΓ ΒΙΒΛΙΟΘΗΚΗΣ.,58,47,317,31,0.5344827586,RespA,4,0,4,0
76,0,0,0,1,7,NoIdea,0,0,20080100017.pdf,0,0,11,3,0,3,0,0,Non-Org,0,0,0,0,1,0,0,θθ) Η αποδοχή δωρεάν υλικού σχετικού με τα ενδιαφέροντα και τους στόχους της βιβλιοθήκης.,89,RespA,ΘΘ ΑΠΟΔΟΧ ΔΩΡΕ ΥΛ ΣΧΕΤ ΕΝΔΙΑΦΕΡΟΝΤ ΣΤΟΧ ΒΙΒΛΙΟΘΗΚΗΣ.,52,34,196,21,0.4038461538,RespA,3,0,3,0
77,0,0,0,1,7,NoIdea,0,0,20080100017.pdf,0,8,12,6,2,4,0,1,Non-Org,8,0,0,0,1,0,0,"ιι) Η μέριμνα για την καλή λειτουργία του Ιστορικού 
Αρχείου και η συντήρηση και αξιοποίηση του αρχειακού 
υλικού.",114,RespA,ΙΙ ΜΕΡΙΜΝ ΚΑΛ ΛΕΙΤΟΥΡΓ ΙΣΤΟΡ ΑΡΧΕΙ ΣΥΝΤΗΡΗΣ ΑΞΙΟΠΟΙΗΣ ΑΡΧΕΙΑΚ ΥΛΙΚΟΥ.,69,117,872,53,0.768115942,RespA,6,2,4,2
78,0,0,0,0,7,NoIdea,0,0,20080100017.pdf,0,2,14,5,2,3,0,0,Non-Org,0,0,0,0,0,0,0,"ιβιβ) Η συνεργασία και η ηλεκτρονική διασύνδεση με 
τις Βιβλιοθήκες άλλων φορέων σε εθνικό ή ευρωπαϊκό 
και διεθνές επίπεδο.",124,RespA,ΙΒΙΒ ΣΥΝΕΡΓΑΣ ΗΛΕΚΤΡΟΝ ΔΙΑΣΥΝΔΕΣ ΒΙΒΛΙΟΘΗΚ ΦΟΡ ΕΘΝ ΕΥΡΩΠΑΙΚ ΔΙΕΘΝ ΕΠΙΠΕΔΟ.,74,82,688,52,0.7027027027,RespA,5,2,3,2
79,0,0,0,0,7,NoIdea,0,0,20080100017.pdf,0,2,17,4,1,3,0,2,Non-Org,13,0,0,0,0,0,0,"ιγιγ) Η σύνταξη και η προετοιμασία για την έκδοση 
από τον Γενικό Γραμματέα Ισότητας απόφασης για τον 
Κανονισμό λειτουργίας της Βιβλιοθήκης.",141,RespA,ΙΓΙΓ ΣΥΝΤΑΞ ΠΡΟΕΤΟΙΜΑΣ ΕΚΔΟΣ ΓΕΝΙΚ ΓΡΑΜΜΑΤ ΙΣΟΤΗΤ ΑΠΟΦΑΣ ΚΑΝΟΝΙΣΜ ΛΕΙΤΟΥΡΓ ΒΙΒΛΙΟΘΗΚΗΣ.,87,57,403,39,0.4482758621,RespA,4,1,3,6
80,0,0,0,0,7,NoIdea,0,0,20080100017.pdf,0,2,6,1,0,1,0,2,Non-Org,13,0,0,0,0,0,0,"ιδιδ) Η έκδοση εσωτερικών πράξεων ή εγκυκλίων που 
συντελούν στην ορθή λειτουργία της βιβλιοθήκης.",98,RespA,ΙΔΙΔ ΕΚΔΟΣ ΕΣΩΤΕΡ ΠΡΑΞ ΕΓΚΥΚΛ ΣΥΝΤΕΛ ΟΡΘ ΛΕΙΤΟΥΡΓ ΒΙΒΛΙΟΘΗΚΗΣ.,62,5,30,6,0.09677419355,RespA,1,0,1,1
81,0,0,0,0,8,NoIdea,0,0,20080100017.pdf,0,2,19,17,9,8,0,2,Non-Org,15,0,0,0,0,0,0,"Διεύθυνση Ευρωπαϊκής Πολιτικής και 
Διεθνούς Συνεργασίας
1. Η Διεύθυνση Ευρωπαϊκής Πολιτικής και Διεθνούς 
Συνεργασίας έχει ως αρμοδιότητα την προώθηση της 
συνεργασίας της Γενικής Γραμματείας Ισότητας των 
Φύλων με την Ευρωπαϊκή Επιτροπή, τους Διεθνείς 
Οργανισμούς και αντίστοιχους φορείς άλλων χωρών 
στον τομέα της Ισότητας, την ανάπτυξη των διμερών 
σχέσεων συνεργασίας, καθώς και την παρακολούθηση των πολιτικών ισότητας λόγω φύλου σε ευρωπαϊκό 
και διεθνές επίπεδο. Επίσης συντονίζει το έργο των 
διαφόρων δημόσιων υπηρεσιών, που ασχολούνται με 
τα θέματα αρμοδιότητας της Διεύθυνσης αυτής και 
συνεργάζεται για τη διάχυση πληροφόρησης σε όλες 
τις Διευθύνσεις, καθώς και με το Κ.Ε.Θ.Ι., στα πλαίσια 
των αρμοδιοτήτων του.",729,RespA,ΔΙΕΥΘΥΝΣ ΕΥΡΩΠΑΙΚ ΠΟΛΙΤ ΔΙΕΘΝ ΣΥΝΕΡΓΑΣ 1. ΔΙΕΥΘΥΝΣ ΕΥΡΩΠΑΙΚ ΠΟΛΙΤ ΔΙΕΘΝ ΣΥΝΕΡΓΑΣ ΑΡΜΟΔΙΟΤΗΤ ΠΡΟΩΘΗΣ ΣΥΝΕΡΓΑΣ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛ ΕΥΡΩΠΑΙΚ ΕΠΙΤΡΟΠ ΔΙΕΘΝ ΟΡΓΑΝΙΣΜ ΑΝΤΙΣΤΟΙΧ ΦΟΡ ΧΩΡ ΤΟΜ ΙΣΟΤΗΤ ΑΝΑΠΤΥΞ ΔΙΜΕΡ ΣΧΕΣ ΣΥΝΕΡΓΑΣ ΠΑΡΑΚΟΛΟΥΘΗΣ ΠΟΛΙΤ ΙΣΟΤΗΤ ΦΥΛ ΕΥΡΩΠΑΙΚ ΔΙΕΘΝ ΕΠΙΠΕΔΟ. ΣΥΝΤΟΝΙΖ ΕΡΓ ΔΙΑΦΟΡ ΔΗΜΟΣ ΥΠΗΡΕΣ ΑΣΧΟΛ ΘΕΜ ΑΡΜΟΔΙΟΤΗΤ ΔΙΕΥΘΥΝΣ ΣΥΝΕΡΓΑΖ ΔΙΑΧΥΣ ΠΛΗΡΟΦΟΡΗΣ ΔΙΕΥΘΥΝΣ Κ.Ε.Θ.Ι. ΠΛΑΙΣΙ ΑΡΜΟΔΙΟΤΗΤ ΤΟΥ.,409,127,1412,195,0.4767726161,RespA,16,8,8,23
82,0,0,0,1,8,NoIdea,0,0,20080100017.pdf,0,2,8,1,0,1,0,0,Non-Org,0,0,0,0,1,0,0,β) Τμήμα Διεθνούς Συνεργασίας και Διεθνών Οργανισμών.,53,Non-RespA,Β ΤΜΗΜ ΔΙΕΘΝ ΣΥΝΕΡΓΑΣ ΔΙΕΘΝ ΟΡΓΑΝΙΣΜΩΝ.,39,69,552,8,0.2051282051,Irrelevant,1,0,1,4
83,0,0,0,1,8,NoIdea,0,0,20080100017.pdf,0,11,13,6,3,3,0,0,Non-Org,0,0,0,0,1,0,0,"αα) Η παρακολούθηση των προγραμμάτων και δράσεων ισότητας των φύλων της Ευρωπαϊκής Ένωσης, 
του Συμβουλίου της Ευρώπης και άλλων Ευρωπαϊκών 
θεσμικών Οργάνων.",158,RespA,ΑΑ ΠΑΡΑΚΟΛΟΥΘΗΣ ΠΡΟΓΡΑΜΜ ΔΡΑΣ ΙΣΟΤΗΤ ΦΥΛ ΕΥΡΩΠΑΙΚ ΕΝΩΣ ΣΥΜΒΟΥΛ ΕΥΡΩΠ ΕΥΡΩΠΑΙΚ ΘΕΣΜ ΟΡΓΑΝΩΝ.,91,94,1008,57,0.6263736264,Irrelevant,6,3,3,6
84,0,0,0,1,8,NoIdea,0,0,20080100017.pdf,0,12,13,3,1,2,0,0,Non-Org,0,0,0,0,1,0,0,"ββ) Η προώθηση και ανάπτυξη των σχέσεων της χώρας 
στον τομέα της Ισότητας με τα Όργανα της Ευρωπαϊκής 
Ένωσης και Φορείς των Κρατών Μελών της Ε.Ε.",147,RespA,ΒΒ ΠΡΟΩΘΗΣ ΑΝΑΠΤΥΞ ΣΧΕΣ ΧΩΡ ΤΟΜ ΙΣΟΤΗΤ ΟΡΓΑΝ ΕΥΡΩΠΑΙΚ ΕΝΩΣ ΦΟΡ ΚΡΑΤ ΜΕΛ Ε.Ε.,76,43,351,26,0.3421052632,Irrelevant,3,1,2,8
85,0,0,0,1,8,NoIdea,0,0,20080100017.pdf,0,12,16,8,3,5,0,0,Non-Org,0,0,0,0,1,0,0,"γγ) Η συμμετοχή στην επεξεργασία και εφαρμογή 
συμβάσεων, αποφάσεων και μελετών της Ευρωπαϊκής 
Ένωσης και του Συμβουλίου της Ευρώπης σε θέματα που αφορούν στη Γενική Γραμματεία Ισότητας των 
Φύλων.",198,RespA,ΓΓ ΣΥΜΜΕΤΟΧ ΕΠΕΞΕΡΓΑΣ ΕΦΑΡΜΟΓ ΣΥΜΒΑΣ ΑΠΟΦΑΣ ΜΕΛΕΤ ΕΥΡΩΠΑΙΚ ΕΝΩΣ ΣΥΜΒΟΥΛ ΕΥΡΩΠ ΘΕΜ ΑΦΟΡ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛΩΝ.,116,171,1303,70,0.6034482759,Irrelevant,8,3,5,8
86,0,0,0,1,8,NoIdea,0,0,20080100017.pdf,0,39,12,14,8,6,0,1,Non-Org,5,0,0,0,1,0,0,"δδ) Η εισήγηση των αναγκαίων μέτρων για την εναρμόνιση της ελληνικής νομοθεσίας σε θέματα ισότητας 
των φύλων με το ευρωπαϊκό δίκαιο και η παρακολούθηση της σύναψης και υλοποίησης συμφωνιών, σε συνεργασία με τις καθ’ ύλην αρμόδιες οργανικές μονάδες 
της Γ.Γ.Ι.Φ.",262,RespA,ΔΔ ΕΙΣΗΓΗΣ ΑΝΑΓΚΑΙ ΜΕΤΡ ΕΝΑΡΜΟΝΙΣ ΕΛΛΗΝ ΝΟΜΟΘΕΣ ΘΕΜ ΙΣΟΤΗΤ ΦΥΛ ΕΥΡΩΠΑΙΚ ΔΙΚΑΙ ΠΑΡΑΚΟΛΟΥΘΗΣ ΣΥΝΑΨ ΥΛΟΠΟΙΗΣ ΣΥΜΦΩΝ ΣΥΝΕΡΓΑΣ ΚΑΘ ΥΛΗΝ ΑΡΜΟΔ ΟΡΓΑΝ ΜΟΝΑΔ Γ.Γ.Ι.Φ.,157,178,1680,132,0.8407643312,Irrelevant,14,8,6,1
87,0,0,0,1,8,NoIdea,0,0,20080100017.pdf,0,11,16,16,2,14,0,2,Non-Org,15,0,0,0,1,0,0,"εε) Ο συντονισμός και προγραμματισμός για τη συμμετοχή και εκπροσώπηση της Γενικής Γραμματείας Ισότητας των Φύλων σε διασκέψεις, συνέδρια, επιτροπές, 
οργανισμούς κ.λπ. στο εξωτερικό για επίσημες επισκέψεις ή υπηρεσιακές αποστολές, καθώς και η μέριμνα για 
την αξιοποίηση των αποτελεσμάτων από συναντήσεις 
και συμμετοχές σε ευρωπαϊκό επίπεδο.",343,RespA,ΕΕ ΣΥΝΤΟΝΙΣΜ ΠΡΟΓΡΑΜΜΑΤΙΣΜ ΣΥΜΜΕΤΟΧ ΕΚΠΡΟΣΩΠΗΣ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛ ΔΙΑΣΚΕΨ ΣΥΝΕΔΡ ΕΠΙΤΡΟΠ ΟΡΓΑΝΙΣΜ Κ.ΛΠ. ΕΞΩΤΕΡ ΕΠΙΣΗΜ ΕΠΙΣΚΕΨ ΥΠΗΡΕΣΙΑΚ ΑΠΟΣΤΟΛ ΜΕΡΙΜΝ ΑΞΙΟΠΟΙΗΣ ΑΠΟΤΕΛΕΣΜ ΣΥΝΑΝΤΗΣ ΣΥΜΜΕΤΟΧ ΕΥΡΩΠΑΙΚ ΕΠΙΠΕΔΟ.,214,213,1775,141,0.6588785047,Irrelevant,15,2,13,4
88,0,0,0,1,8,NoIdea,0,0,20080100017.pdf,0,2,8,2,0,2,0,1,Non-Org,8,0,0,0,1,0,0,β) Τμήμα Διεθνούς Συνεργασίας και Διεθνών Οργανισμών:,53,Non-RespA,Β ΤΜΗΜ ΔΙΕΘΝ ΣΥΝΕΡΓΑΣ ΔΙΕΘΝ ΟΡΓΑΝΙΣΜ,36,78,624,16,0.4444444444,Irrelevant,2,0,2,4
89,0,0,0,1,8,NoIdea,0,0,20080100017.pdf,0,9,16,8,3,5,0,3,Non-Org,21,0,0,0,1,0,0,"αα) Ο προγραμματισμός για τις αποστολές του προσωπικού της Γενικής Γραμματείας Ισότητας των Φύλων και την εκπροσώπηση της Υπηρεσίας σε διεθνείς 
διασκέψεις, συνέδρια, επιτροπές, οργανισμούς κ.λπ.",195,RespA,ΑΑ ΠΡΟΓΡΑΜΜΑΤΙΣΜ ΑΠΟΣΤΟΛ ΠΡΟΣΩΠ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛ ΕΚΠΡΟΣΩΠΗΣ ΥΠΗΡΕΣ ΔΙΕΘΝ ΔΙΑΣΚΕΨ ΣΥΝΕΔΡ ΕΠΙΤΡΟΠ ΟΡΓΑΝΙΣΜ Κ.ΛΠ.,120,61,640,82,0.6833333333,Irrelevant,8,3,5,5
90,0,0,0,1,8,NoIdea,0,0,20080100017.pdf,0,4,8,3,0,3,0,1,Non-Org,8,0,0,0,1,0,0,"γγ) Η συνεργασία με Διεθνείς Οργανισμούς, γυναικείες 
συνδικαλιστικές Οργανώσεις και Γυναικείες Μ.Κ.Ο. της 
αλλοδαπής.",118,RespA,ΓΓ ΣΥΝΕΡΓΑΣ ΔΙΕΘΝ ΟΡΓΑΝΙΣΜ ΓΥΝΑΙΚΕΙ ΣΥΝΔΙΚΑΛΙΣΤ ΟΡΓΑΝΩΣ ΓΥΝΑΙΚΕΙ Μ.Κ.Ο. ΑΛΛΟΔΑΠΗΣ.,82,110,848,23,0.2804878049,RespA,3,0,3,5
91,0,0,0,1,8,NoIdea,0,0,20080100017.pdf,0,6,14,12,7,5,0,0,Non-Org,0,0,0,0,1,0,0,"δδ) Η συνεργασία με τις αρμόδιες Οργανικές Μονάδες 
της Υπηρεσίας για τον συντονισμό και την προώθηση 
εκθέσεων εφαρμογής Διεθνών Συμβάσεων, σχετικά με 
θέματα ισότητας των φύλων, που έχει κυρώσει η χώρα 
μας.",209,RespA,ΔΔ ΣΥΝΕΡΓΑΣ ΑΡΜΟΔ ΟΡΓΑΝ ΜΟΝΑΔ ΥΠΗΡΕΣ ΣΥΝΤΟΝΙΣΜ ΠΡΟΩΘΗΣ ΕΚΘΕΣ ΕΦΑΡΜΟΓ ΔΙΕΘΝ ΣΥΜΒΑΣ ΣΧΕΤ ΘΕΜ ΙΣΟΤΗΤ ΦΥΛ ΚΥΡΩΣ ΧΩΡ ΜΑΣ.,116,119,988,109,0.9396551724,RespA,12,7,5,5
92,0,0,0,0,9,NoIdea,0,0,20080100017.pdf,0,2,19,35,20,15,0,6,Non-Org,45,0,0,0,0,0,0,"Διεύθυνση Διοικητικού – Οικονομικού και Οργάνωσης
1. Η Διεύθυνση Διοικητικού Οικονομικού και Οργάνωσης έχει ως αρμοδιότητα την εύρυθμη διοικητική 
λειτουργία και οργάνωση των οργανικών μονάδων της 
Γ.Γ.Ι.Φ., στο πλαίσιο του εκσυγχρονισμού της Υπηρεσίας και την εφαρμογή των κανόνων της Ηλεκτρονικής Διακυβέρνησης. Η Διεύθυνση χειρίζεται τα θέματα 
υπηρεσιακής κατάστασης του προσωπικού, το οποίο 
υπηρετεί στη Γενική Γραμματεία Ισότητας των Φύλων 
με οποιαδήποτε σχέση εργασίας, καταρτίζει και εκτελεί 
τον τακτικό προϋπολογισμό, καθώς και τον προϋπολογισμό Δημοσίων Επενδύσεων της Γενικής Γραμματείας 
Ισότητας των Φύλων για τη διαχείριση των δαπανών, 
τη μισθοδοσία του προσωπικού, τη προμήθεια και διαχείριση των υλικών. Επίσης, η Διεύθυνση είναι αρμόδια 
για την έρευνα, μελέτη και εισαγωγή μέτρων βελτίωσης της αποδοτικότητας των Υπηρεσιών της Γ.Γ.Ι.Φ., τη 
διοικητική υποστήριξη της “Εθνικής Επιτροπής για την 
Ισότητα μεταξύ γυναικών και ανδρών”, και τη διοικητική 
εποπτεία του Κ.Ε.Θ.Ι.",994,RespA,ΔΙΕΥΘΥΝΣ ΔΙΟΙΚΗΤ ΟΙΚΟΝΟΜ ΟΡΓΑΝΩΣ 1. ΔΙΕΥΘΥΝΣ ΔΙΟΙΚΗΤ ΟΙΚΟΝΟΜ ΟΡΓΑΝΩΣ ΑΡΜΟΔΙΟΤΗΤ ΕΥΡΥΘΜ ΔΙΟΙΚΗΤ ΛΕΙΤΟΥΡΓ ΟΡΓΑΝΩΣ ΟΡΓΑΝ ΜΟΝΑΔ Γ.Γ.Ι.Φ. ΠΛΑΙΣΙ ΕΚΣΥΓΧΡΟΝΙΣΜ ΥΠΗΡΕΣ ΕΦΑΡΜΟΓ ΚΑΝΟΝ ΗΛΕΚΤΡΟΝ ΔΙΑΚΥΒΕΡΝΗΣΗΣ. ΔΙΕΥΘΥΝΣ ΧΕΙΡΙΖ ΘΕΜ ΥΠΗΡΕΣΙΑΚ ΚΑΤΑΣΤΑΣ ΠΡΟΣΩΠ ΥΠΗΡΕΤ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛ ΟΠΟΙΑΔΗΠΟΤ ΣΧΕΣ ΕΡΓΑΣ ΚΑΤΑΡΤΙΖ ΕΚΤΕΛ ΤΑΚΤ ΠΡΟΥΠΟΛΟΓΙΣΜ ΠΡΟΥΠΟΛΟΓΙΣΜ ΔΗΜΟΣ ΕΠΕΝΔΥΣ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛ ΔΙΑΧΕΙΡΙΣ ΔΑΠΑΝ ΜΙΣΘΟΔΟΣ ΠΡΟΣΩΠ ΠΡΟΜΗΘΕΙ ΔΙΑΧΕΙΡΙΣ ΥΛΙΚΩΝ. ΔΙΕΥΘΥΝΣ ΑΡΜΟΔ ΕΡΕΥΝ ΜΕΛΕΤ ΕΙΣΑΓΩΓ ΜΕΤΡ ΒΕΛΤΙΩΣ ΑΠΟΔΟΤΙΚΟΤΗΤ ΥΠΗΡΕΣ Γ.Γ.Ι.Φ. ΔΙΟΙΚΗΤ ΥΠΟΣΤΗΡΙΞ ΕΘΝ ΕΠΙΤΡΟΠ ΙΣΟΤΗΤ ΓΥΝΑΙΚ ΑΝΔΡ ΔΙΟΙΚΗΤ ΕΠΟΠΤΕΙ Κ.Ε.Θ.Ι.,596,306,2899,376,0.6308724832,RespA,30,17,13,32
93,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,2,17,1,1,0,0,1,Non-Org,9,0,0,0,1,0,0,β) Τμήμα Οικονομικού και Διαχείρισης Υλικού.,44,Non-RespA,Β ΤΜΗΜ ΟΙΚΟΝΟΜ ΔΙΑΧΕΙΡΙΣ ΥΛΙΚΟΥ.,32,2,34,17,0.53125,Irrelevant,1,1,0,3
94,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,2,8,2,0,2,0,0,Non-Org,0,0,0,0,1,0,0,γ) Τμήμα Πληροφορικής και Τεχνικής Υποστήριξης.,47,Non-RespA,Γ ΤΜΗΜ ΠΛΗΡΟΦΟΡ ΤΕΧΝΙΚ ΥΠΟΣΤΗΡΙΞΗΣ.,35,73,520,14,0.4,Irrelevant,2,0,2,3
95,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,2,7,1,0,1,0,0,Non-Org,0,0,0,0,1,0,0,δ) Τμήμα Ποιότητας και Αποδοτικότητας.,38,Non-RespA,Δ ΤΜΗΜ ΠΟΙΟΤΗΤ ΑΠΟΔΟΤΙΚΟΤΗΤΑΣ.,30,13,91,7,0.2333333333,Irrelevant,1,0,1,2
96,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,2,0,0,0,0,0,0,Non-Org,0,0,0,0,1,0,0,ε) Τμήμα Γραμματείας.,21,Non-RespA,Ε ΤΜΗΜ ΓΡΑΜΜΑΤΕΙΑΣ.,19,0,0,0,0,Irrelevant,0,0,0,1
97,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,13,18,8,8,0,0,1,Non-Org,6,0,0,0,1,0,0,"αα) Ο χειρισμός όλων των θεμάτων υπηρεσιακής κατάστασης του προσωπικού, που υπηρετεί στην Γενική 
Γραμματεία Ισότητας των Φύλων, με οποιαδήποτε σχέση εργασίας.",159,RespA,ΑΑ ΧΕΙΡΙΣΜ ΘΕΜ ΥΠΗΡΕΣΙΑΚ ΚΑΤΑΣΤΑΣ ΠΡΟΣΩΠ ΥΠΗΡΕΤ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛ ΟΠΟΙΑΔΗΠΟΤ ΣΧΕΣ ΕΡΓΑΣΙΑΣ.,100,72,1079,111,1.11,RespA,8,8,0,4
98,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,6,16,4,2,2,0,0,Non-Org,0,0,0,0,1,0,0,"ββ) Ο προγραμματισμός των αναγκών της Γενικής 
Γραμματείας Ισότητας των Φύλων σε ανθρώπινο δυναμικό.",100,RespA,ΒΒ ΠΡΟΓΡΑΜΜΑΤΙΣΜ ΑΝΑΓΚ ΓΕΝΙΚ ΓΡΑΜΜΑΤΕΙ ΙΣΟΤΗΤ ΦΥΛ ΑΝΘΡΩΠΙΝ ΔΥΝΑΜΙΚΟ.,68,39,467,47,0.6911764706,RespA,4,2,2,4
99,0,0,0,1,9,NoIdea,0,0,20080100017.pdf,0,0,21,3,1,2,0,0,Non-Org,0,0,0,0,1,0,0,"γγ) Η κατάρτιση και παρακολούθηση των συμβάσεων 
μίσθωσης έργου.",64,RespA,ΓΓ ΚΑΤΑΡΤΙΣ ΠΑΡΑΚΟΛΟΥΘΗΣ ΣΥΜΒΑΣ ΜΙΣΘΩΣ ΕΡΓΟΥ.,45,23,183,33,0.7333333333,RespA,3,1,2,0
